Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (UTC),Year,Month,Day,Time (UTC),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 04:00,2022,3,25,04:00,3.9,,3,,93,,0,,6,,7,,,,99.61,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 05:00,2022,3,25,05:00,3.7,,2.8,,94,,0,,7,,8,,,,99.44,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 06:00,2022,3,25,06:00,3.4,,2.6,,94,,0,,2,,8,,,,99.41,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 07:00,2022,3,25,07:00,3,,2.2,,94,,0,,7,,8,,,,99.35,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 08:00,2022,3,25,08:00,2.9,,2.1,,95,,0,,9,,9,,,,99.3,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 09:00,2022,3,25,09:00,2.5,,1.8,,95,,0,,6,,5,,,,99.26,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 10:00,2022,3,25,10:00,2.3,,1.8,,96,,0,,8,,8,,,,99.17,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 11:00,2022,3,25,11:00,2.1,,1.7,,97,,0,,8,,5,,,,99.15,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 12:00,2022,3,25,12:00,1.9,,1.6,,98,,0,,10,,5,,,,99.16,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 13:00,2022,3,25,13:00,2.9,,2.5,,98,,0,,,,0,,,,99.12,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 14:00,2022,3,25,14:00,7,,2.8,,74,,0,,25,,13,,,,99.03,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 15:00,2022,3,25,15:00,9,,3.2,,67,,0,,24,,17,,,,98.92,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 16:00,2022,3,25,16:00,8.5,,2.1,,64,,0,,23,,15,,,,98.82,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 17:00,2022,3,25,17:00,9.2,,1.3,,58,,0,,23,,17,,,,98.74,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 18:00,2022,3,25,18:00,8.7,,1.6,,61,,0,,25,,21,,,,98.68,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 19:00,2022,3,25,19:00,8.4,,1.8,,63,,0,,25,,19,,,,98.63,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 20:00,2022,3,25,20:00,7,,2,,70,,0,,22,,23,,,,98.64,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 21:00,2022,3,25,21:00,5.9,,3.7,,86,,0.3,,22,,15,,,,98.66,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 22:00,2022,3,25,22:00,5.2,,2.6,,83,,0.5,,25,,17,,,,98.67,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-25 23:00,2022,3,25,23:00,5,,2.6,,84,,0.3,,23,,15,,,,98.68,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 00:00,2022,3,26,00:00,4.3,,2.2,,87,,0.1,,25,,16,,,,98.71,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 01:00,2022,3,26,01:00,4,,1.9,,87,,0,,24,,12,,,,98.75,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 02:00,2022,3,26,02:00,3.8,,0.9,,81,,0,,24,,15,,,,98.74,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 03:00,2022,3,26,03:00,3.5,,0.5,,81,,0,,25,,11,,,,98.73,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 04:00,2022,3,26,04:00,3.1,,-0.1,,79,,0,,25,,9,,,,98.72,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 05:00,2022,3,26,05:00,2.9,,-0.3,,80,,0,,24,,10,,,,98.69,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 06:00,2022,3,26,06:00,2.5,,-0.6,,80,,0,,23,,10,,,,98.67,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 07:00,2022,3,26,07:00,2.5,,-0.1,,83,,0,,22,,14,,,,98.62,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 08:00,2022,3,26,08:00,1.9,,-0.1,,86,,0,,22,,11,,,,98.56,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 09:00,2022,3,26,09:00,1.5,,-0.3,,88,,0,,21,,7,,,,98.55,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 10:00,2022,3,26,10:00,1.7,,-0.1,,88,,0,,23,,8,,,,98.53,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 11:00,2022,3,26,11:00,1.3,,-0.2,,90,,0,,22,,7,,,,98.52,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 12:00,2022,3,26,12:00,1.3,,0.1,,91,,0,,20,,7,,,,98.52,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 13:00,2022,3,26,13:00,2.5,,0.5,,86,,0,,23,,11,,,,98.51,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 14:00,2022,3,26,14:00,3.7,,1.3,,84,,0,,20,,12,,,,98.53,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 15:00,2022,3,26,15:00,4.5,,0.4,,75,,0,,23,,14,,,,98.5,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 16:00,2022,3,26,16:00,5.6,,0.4,,69,,0,,29,,10,,,,98.49,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 17:00,2022,3,26,17:00,6.8,,0.4,,64,,0,,31,,7,,,,98.44,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 18:00,2022,3,26,18:00,5.7,,1.1,,72,,0,,20,,15,,,,98.44,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 19:00,2022,3,26,19:00,7,,0.3,,62,,0,,24,,4,,,,98.41,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 20:00,2022,3,26,20:00,7.6,,0.5,,61,,0,,22,,11,,,,98.39,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 21:00,2022,3,26,21:00,7.3,,0.7,,63,,0,,22,,16,,,,98.41,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 22:00,2022,3,26,22:00,6.5,,1.3,,69,,0,,32,,11,,,,98.45,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-26 23:00,2022,3,26,23:00,5.8,,1.3,,73,,0,,26,,7,,,,98.51,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 00:00,2022,3,27,00:00,5.4,,1.1,,74,,0,,25,,8,,,,98.53,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 01:00,2022,3,27,01:00,4.6,,1.4,,79,,0,,31,,11,,,,98.6,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 02:00,2022,3,27,02:00,3.7,,2.2,,90,,0.1,,25,,7,,,,98.61,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 03:00,2022,3,27,03:00,3.4,,1.3,,86,,0,,27,,13,,,,98.62,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 04:00,2022,3,27,04:00,2.6,,0.3,,85,,0,,28,,13,,,,98.63,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 05:00,2022,3,27,05:00,2.2,,0.2,,87,,0,,28,,15,,,,98.63,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 06:00,2022,3,27,06:00,1,,-0.1,,92,,0,,28,,21,,,,98.65,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 07:00,2022,3,27,07:00,0.2,,-0.6,,95,,0,,28,,19,,,,98.68,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 08:00,2022,3,27,08:00,-0.6,,-2.1,,90,,0,,29,,24,,,,98.75,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 09:00,2022,3,27,09:00,-2,,-3.6,,89,,0,,30,,21,,,,98.83,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 10:00,2022,3,27,10:00,-2.4,,-4.8,,83,,0,,29,,18,,,,98.91,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 11:00,2022,3,27,11:00,-3.3,,-6.3,,80,,0,,29,,25,,,,99.05,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 12:00,2022,3,27,12:00,-4.2,,-7.7,,76,,0,,30,,22,,,,99.16,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 13:00,2022,3,27,13:00,-5,,-7.8,,80,,0,,29,,22,,,,99.2,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 14:00,2022,3,27,14:00,-5.4,,-9.9,,70,,0,,30,,22,,,,99.28,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 15:00,2022,3,27,15:00,-5.3,,-8.8,,76,,0,,29,,23,,,,99.35,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 16:00,2022,3,27,16:00,-5,,-11.2,,62,,0,,30,,23,,,,99.38,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 17:00,2022,3,27,17:00,-5.2,,-12,,59,,0,,30,,26,,,,99.42,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 18:00,2022,3,27,18:00,-5.4,,-11.8,,61,,0,,28,,26,,,,99.44,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 19:00,2022,3,27,19:00,-4.9,,-11.2,,61,,0,,28,,31,,,,99.46,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 20:00,2022,3,27,20:00,-5.6,,-11.6,,63,,0,,29,,29,,,,99.5,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 21:00,2022,3,27,21:00,-6,,-12.3,,61,,0,,28,,29,,,,99.56,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 22:00,2022,3,27,22:00,-6.8,,-13.3,,60,,0,,29,,29,,,,99.67,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-27 23:00,2022,3,27,23:00,-7.6,,-13.1,,65,,0,,29,,28,,,,99.8,,,,-16,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 00:00,2022,3,28,00:00,-8.7,,-13.8,,66,,0,,30,,30,,,,99.93,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 01:00,2022,3,28,01:00,-9.2,,-13.5,,71,,0,,31,,22,,,,100.05,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 02:00,2022,3,28,02:00,-9.8,,-14.5,,68,,0,,31,,23,,,,100.11,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 03:00,2022,3,28,03:00,-10.3,,-17.5,,56,,0,,32,,26,,,,100.12,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 04:00,2022,3,28,04:00,-10.7,,-16.5,,62,,0,,32,,23,,,,100.14,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 05:00,2022,3,28,05:00,-11,,-16.6,,63,,0,,32,,22,,,,100.15,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 06:00,2022,3,28,06:00,-11.2,,-16.4,,65,,0,,32,,17,,,,100.13,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 07:00,2022,3,28,07:00,-11.4,,-17.2,,62,,0,,32,,19,,,,100.11,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 08:00,2022,3,28,08:00,-11.9,,-17.7,,62,,0,,31,,20,,,,100.13,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 09:00,2022,3,28,09:00,-12,,-18.2,,60,,0,,31,,22,,,,100.15,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 10:00,2022,3,28,10:00,-12.1,,-17.9,,62,,0,,33,,18,,,,100.19,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 11:00,2022,3,28,11:00,-12.5,,-17.5,,66,,0,,32,,17,,,,100.24,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 12:00,2022,3,28,12:00,-11.9,,-16.8,,67,,0,,31,,14,,,,100.27,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 13:00,2022,3,28,13:00,-11.8,,-15.3,,75,,0,,31,,15,,,,100.26,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 14:00,2022,3,28,14:00,-11.7,,-19.2,,54,,0,,33,,23,,,,100.31,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 15:00,2022,3,28,15:00,-11.9,,-16.6,,68,,0,,31,,19,,,,100.38,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 16:00,2022,3,28,16:00,-11.4,,-18.5,,55,,0,,30,,23,,,,100.38,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 17:00,2022,3,28,17:00,-10.9,,-17.4,,59,,0,,34,,23,,,,100.39,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 18:00,2022,3,28,18:00,-10.1,,-16.6,,59,,0,,33,,20,,,,100.42,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 19:00,2022,3,28,19:00,-9.1,,-16.2,,57,,0,,32,,19,,,,100.44,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 20:00,2022,3,28,20:00,-8.5,,-15,,59,,0,,29,,19,,,,100.46,,,,-16,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 21:00,2022,3,28,21:00,-7.6,,-14.4,,58,,0,,30,,20,,,,100.47,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 22:00,2022,3,28,22:00,-7,,-15,,53,,0,,32,,20,,,,100.54,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-28 23:00,2022,3,28,23:00,-7.2,,-12.4,,67,,0,,29,,18,,,,100.63,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 00:00,2022,3,29,00:00,-6.9,,-13,,61,,0,,31,,21,,,,100.7,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 01:00,2022,3,29,01:00,-7.1,,-12.2,,67,,0,,30,,21,,,,100.8,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 02:00,2022,3,29,02:00,-7.6,,-12.5,,68,,0,,31,,17,,,,100.85,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 03:00,2022,3,29,03:00,-7.5,,-13.2,,64,,0,,31,,19,,,,100.87,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 04:00,2022,3,29,04:00,-7.6,,-13.6,,62,,0,,31,,18,,,,100.9,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 05:00,2022,3,29,05:00,-7.3,,-14.1,,58,,0,,33,,19,,,,100.93,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 06:00,2022,3,29,06:00,-7.5,,-14.9,,55,,0,,33,,17,,,,100.97,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 07:00,2022,3,29,07:00,-8.5,,-14.1,,64,,0,,28,,14,,,,100.98,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 08:00,2022,3,29,08:00,-8.9,,-13.9,,68,,0,,29,,13,,,,101.02,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 09:00,2022,3,29,09:00,-9.1,,-13.3,,71,,0,,29,,14,,,,101.06,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 10:00,2022,3,29,10:00,-9.6,,-13.4,,74,,0,,28,,9,,,,101.11,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 11:00,2022,3,29,11:00,-9.8,,-13.8,,72,,0,,29,,11,,,,101.19,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 12:00,2022,3,29,12:00,-9.2,,-14.3,,66,,0,,29,,17,,,,101.24,,,,-16,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 13:00,2022,3,29,13:00,-7.7,,-15.3,,55,,0,,29,,17,,,,101.27,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 14:00,2022,3,29,14:00,-6.9,,-16.4,,47,,0,,30,,23,,,,101.26,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 15:00,2022,3,29,15:00,-5.4,,-16.5,,41,,0,,29,,22,,,,101.24,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 16:00,2022,3,29,16:00,-4.7,,-16.8,,38,,0,,28,,24,,,,101.19,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 17:00,2022,3,29,17:00,-3.3,,-15.4,,39,,0,,29,,22,,,,101.14,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 18:00,2022,3,29,18:00,-2.7,,-15.4,,37,,0,,28,,23,,,,101.1,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 19:00,2022,3,29,19:00,-2,,-14.7,,37,,0,,27,,23,,,,101.1,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 20:00,2022,3,29,20:00,-0.8,,-13.5,,38,,0,,28,,23,,,,101.07,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 21:00,2022,3,29,21:00,-0.9,,-15.5,,32,,0,,27,,26,,,,101.06,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 22:00,2022,3,29,22:00,-0.6,,-15.8,,31,,0,,28,,24,,,,101.05,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-29 23:00,2022,3,29,23:00,-0.6,,-15,,33,,0,,29,,19,,,,101.06,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 00:00,2022,3,30,00:00,-1.2,,-14.5,,36,,0,,28,,13,,,,101.1,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 01:00,2022,3,30,01:00,-1.7,,-13.6,,40,,0,,29,,11,,,,101.15,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 02:00,2022,3,30,02:00,-2.5,,-13.3,,43,,0,,28,,10,,,,101.17,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 03:00,2022,3,30,03:00,-2.9,,-13.5,,44,,0,,28,,10,,,,101.19,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 04:00,2022,3,30,04:00,-3.3,,-13,,47,,0,,26,,8,,,,101.25,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 05:00,2022,3,30,05:00,-2.7,,-14.9,,39,,0,,34,,14,,,,101.27,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 06:00,2022,3,30,06:00,-3.3,,-15,,40,,0,,34,,7,,,,101.24,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 07:00,2022,3,30,07:00,-5.3,,-14,,50,,0,,26,,8,,,,101.26,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 08:00,2022,3,30,08:00,-5.6,,-13.7,,53,,0,,25,,7,,,,101.26,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 09:00,2022,3,30,09:00,-6.5,,-13.7,,56,,0,,27,,6,,,,101.29,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 10:00,2022,3,30,10:00,-6.8,,-13.4,,60,,0,,29,,4,,,,101.35,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 11:00,2022,3,30,11:00,-6.6,,-14.1,,55,,0,,,,0,,,,101.37,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 12:00,2022,3,30,12:00,-5.2,,-13.1,,54,,0,,,,0,,,,101.37,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 13:00,2022,3,30,13:00,-2.7,,-12.3,,47,,0,,,,0,,,,101.34,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 14:00,2022,3,30,14:00,-1.1,,-16.2,,31,,0,,13,,3,,,,101.33,,,,-2,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 15:00,2022,3,30,15:00,0.3,,-16.6,,27,,0,,,,0,,,,101.26,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 16:00,2022,3,30,16:00,2,,-14.5,,28,,0,,17,,4,,,,101.18,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 17:00,2022,3,30,17:00,2,,-15.7,,26,,0,,14,,8,,,,101.04,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 18:00,2022,3,30,18:00,2.8,,-12.6,,31,,0,,14,,13,,,,100.88,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 19:00,2022,3,30,19:00,2.9,,-13.1,,30,,0,,15,,17,,,,100.75,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 20:00,2022,3,30,20:00,2.3,,-11.3,,36,,0,,17,,14,,,,100.65,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 21:00,2022,3,30,21:00,2.1,,-11.4,,36,,0,,16,,12,,,,100.59,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 22:00,2022,3,30,22:00,-1.4,,-3.2,,87,,0.5,,13,,12,,,,100.48,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-30 23:00,2022,3,30,23:00,-1.1,,-2.3,,91,,0.9,,9,,16,,,,100.24,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 00:00,2022,3,31,00:00,-0.7,,-2.2,,90,,0,,9,,19,,,,100.06,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 01:00,2022,3,31,01:00,-0.7,,-2.8,,86,,0.3,,8,,17,,,,100.13,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 02:00,2022,3,31,02:00,-0.9,,-3.3,,84,,0,,9,,26,,,,99.87,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 03:00,2022,3,31,03:00,-0.9,,-2.5,,89,,0,,8,,16,,,,99.9,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 04:00,2022,3,31,04:00,-0.8,,-2.1,,90,,0.1,,6,,15,,,,99.8,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 05:00,2022,3,31,05:00,-0.7,,-2.1,,90,,0,,8,,18,,,,99.66,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 06:00,2022,3,31,06:00,-0.5,,-2.1,,89,,0,,9,,16,,,,99.6,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 07:00,2022,3,31,07:00,-0.5,,-2,,90,,0,,8,,18,,,,99.45,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 08:00,2022,3,31,08:00,-0.5,,-2,,90,,0,,8,,20,,,,99.3,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 09:00,2022,3,31,09:00,-0.3,,-1.8,,90,,0,,7,,16,,,,99.36,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 10:00,2022,3,31,10:00,-0.2,,-1.7,,90,,0,,8,,18,,,,99.22,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 11:00,2022,3,31,11:00,0,,-1.6,,89,,0,,8,,17,,,,99.08,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 12:00,2022,3,31,12:00,0.3,,-1.5,,87,,0,,8,,17,,,,99,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 13:00,2022,3,31,13:00,0.8,,-1.2,,87,,0.5,,9,,17,,,,98.94,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 14:00,2022,3,31,14:00,1,,-0.5,,90,,0.5,,9,,24,,,,98.76,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 15:00,2022,3,31,15:00,1.3,,0,,91,,0,,7,,18,,,,98.71,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 16:00,2022,3,31,16:00,2,,0.4,,90,,0,,8,,16,,,,98.62,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 17:00,2022,3,31,17:00,3,,1.2,,88,,0,,8,,16,,,,98.54,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 18:00,2022,3,31,18:00,3.5,,2.1,,91,,0,,8,,18,,,,98.46,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 19:00,2022,3,31,19:00,6.1,,4.3,,89,,0.3,,8,,13,,,,98.31,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 20:00,2022,3,31,20:00,9,,6.4,,84,,0,,7,,11,,,,98.23,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 21:00,2022,3,31,21:00,9.9,,6.9,,82,,0,,11,,16,,,,98.07,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2022-03-31 22:00,2022,3,31,22:00,9,,6.9,,87,,0,,4,,10,,,,98.18,,,,,,
